Track,Album Name,Artist,Release Date,ISRC,All Time Rank,Track Score,Spotify Streams,Spotify Playlist Count,Spotify Playlist Reach,Spotify Popularity,YouTube Views,YouTube Likes,TikTok Posts,TikTok Likes,TikTok Views,YouTube Playlist Reach,Apple Music Playlist Count,AirPlay Spins,SiriusXM Spins,Deezer Playlist Count,Deezer Playlist Reach,Amazon Playlist Count,Pandora Streams,Pandora Track Stations,Shazam Counts,Explicit Track,Year
Demons,Continued Silence - EP,Imagine Dragons,2012-01-01,USUM71201071,847,52.8,2270796677,263640,71470111,80.0,1738647396,12375429,261866,25465591,296361891,273191644,70.0,144439,465,88.0,2680196,29.0,1087793804,553855,18161724,0,2012
Supalonely,STELLA & STEVE,BENEE,2019-11-15,USUM71922597,845,52.8,738407486,111662,26764629,62.0,363250356,4622840,4814901,442756956,3587729796,287718975,153.0,249364,150,115.0,267828,27.0,61533676,36942,6834164,1,2019
Lean On (feat. Mï¿½ï¿½ & DJ Sn,Full Circle: The Live Anthology,Major Lazer,2011-11-20,QMUY41500008,846,52.8,2080878370,242511,79506771,76.0,308933095,2370617,270919,33270068,289518843,216000,497.0,168731,,250.0,2469856,96.0,649970533,356393,26993119,1,2011
Spin Bout U,Her Loss,Drake,2022-11-04,USUG12208603,856,52.6,356685934,88034,16963292,71.0,56086730,430375,76706,32337952,229937284,258434,37.0,412,93,3.0,171037,37.0,48943722,16367,1574072,1,2022
From The Start,From The Start - Single,Laufey,2023-05-11,QM6N22309399,855,52.6,368256958,53922,25450036,73.0,69276606,1394619,224617,128900059,772554264,9780,27.0,8642,319,13.0,766548,89.0,855743,7084,1011059,0,2023
ZOOM,ZOOM,Jessi,2022-04-13,KRA382204517,850,52.6,166161044,22288,7774873,61.0,303569838,5827005,3903605,865870535,9393168416,146065235,5.0,5680,32,5.0,53217,8.0,,,778299,0,2022
Can't Feel My Face,Your Songs 2015,The Weeknd,2015-03-02,USUG11500741,851,52.6,1747534539,212829,101243254,76.0,1689190795,8927108,552005,26588465,264572676,238111307,433.0,158190,474,149.0,1452991,97.0,552312888,221611,14056461,0,2015
Quï¿½ï¿½ Onda Per,Quï¿½ï¿½ Onda Per,Grupo Firme,2023-03-30,QZDQH2362804,852,52.6,213405904,17694,13723182,70.0,401470868,961314,,,,534052740,15.0,9254,,10.0,1737734,4.0,7260620,8781,655854,0,2023
Sexy And I Know It,Sorry For Party Rocking (Japan Version),LMFAO,2011-01-01,USUM71108090,853,52.6,436722440,107912,33797077,62.0,1193724016,7130332,652850,62596716,927660445,222701064,57.0,5186,258,37.0,157088,5.0,840489680,3395379,6761782,0,2011
WHATS POPPIN,WHATS POPPIN,Jack Harlow,2020-01-21,USAT22000162,854,52.6,819779577,161131,28874159,70.0,709454117,7190778,748490,210602527,2078817404,52474731,68.0,88990,430,34.0,65099,24.0,131616894,84304,3222518,1,2020
POR EL CONTRARIO,ESQUINAS,Becky G,2023-09-28,USRC12302408,857,52.5,131938548,5913,9167049,75.0,118669957,649548,836833,46373944,589093596,353950794,10.0,7049,108,22.0,6520222,11.0,13424036,7230,684079,0,2023
Danza Kuduro - Cover,DON'T STOP WORKOUT -DJMIX-,DJ MIX NON-STOP CHANNEL,2023-12-21,TCJPY2352543,859,52.4,1648192461,15,52,,,,,,,,,,,,,,,,,1,2023
Rara Vez,Rara Vez,Taiu,2023-02-08,ARUM72300004,860,52.4,544165928,58646,20499657,77.0,200445038,1806923,302386,150768049,1522432243,18292788,15.0,12021,281,16.0,403215,14.0,26771,204,943365,0,2023
That That (prod. & feat. SUGA of BTS),PSY 9th,PSY,2022-04-29,QZEKE2084402,858,52.4,269491606,26075,16176936,66.0,746615342,15669340,304900,324925866,2432918911,300796672,12.0,11171,243,5.0,37462,16.0,2505495,1683,797357,0,2022
Espresso,Espresso,Sabrina Carpenter,2024-04-11,USUM72404979,861,52.4,536986458,637,1907453,,,,,,,,29.0,,,3.0,157807,1.0,,,,0,2024
Whoï¿½ï¿½ï¿½s Afraid of Little O,THE TORTURED POETS DEPARTMENT,Taylor Swift,2024-04-18,USUG12401037,862,52.3,166168092,5004,25607992,78.0,16423009,244859,,815500,7202700,49401469,38.0,366,54,4.0,2143866,43.0,2890486,4515,116673,0,2024
THE LONELIEST,THE LONELIEST,Mï¿½ï¿½ne,2022-10-07,ITB002200745,865,52.2,330593989,54823,16021571,67.0,175561257,2216240,296115,22320319,270169817,224863549,53.0,176130,21,61.0,1631239,37.0,6555059,1735,4266103,0,2022
Yeah Glo!,Yeah Glo! (Alternate Versions),GloRilla,2024-02-08,USUM72400409,864,52.2,89513100,8049,60410593,75.0,38613955,433335,,14000,52800,547710147,51.0,20,1471,9.0,1244194,42.0,20163317,8711,446156,1,2024
Nunca Es Suficiente,Nunca Es Suficiente,Los ï¿½ï¿½ngeles Az,2018-04-20,MX1721600892,863,52.2,478494818,53736,20478756,67.0,2148970473,6055824,43294,16884958,145723405,43699996,37.0,10958,24,8.0,55460,10.0,239441848,95937,3116053,0,2018
MANIKIN (feat. Wifisfuneral),ItWasntEnough - EP,XXXTENTACION,2023-09-08,USQX92304814,868,52.1,4306793,4668,412676,,,,,,,,,,,,,,,,38034,1,2023
Copines,Copines,Aya Nakamura,2018-08-24,FRZ041800793,867,52.1,381322519,70125,7759068,67.0,793025740,7300331,9295551,769130337,8503116899,11289899,45.0,16672,,29.0,258833,7.0,549774,2745,5305717,0,2018
Thank God,Different Man,Kane Brown,2022-09-09,USRN12200041,866,52.1,157341967,20612,11359519,67.0,98239826,752054,213898,11321551,123462516,366164170,59.0,372512,127,15.0,398591,46.0,137496334,43041,1100920,0,2022
TQM,TQM - Single,Fuerza Regida,2023-05-19,QZ9QQ2300371,869,51.8,497682165,40368,24948673,70.0,143949357,729741,236300,73808507,824220151,65010,48.0,1643,19,18.0,6780767,19.0,34606889,10877,616368,1,2023
Lily,Different World,Alan Walker,2018-12-14,NOG841813040,870,51.8,403860053,45516,8731552,66.0,1057546150,7402999,7210674,89296676,1297576376,3130304,6.0,1552,,1.0,310,9.0,26619723,65704,1793716,0,2018
Massive,"Honestly, Nevermind",Drake,2022-06-17,USUG12204890,873,51.7,253114498,111173,20965015,65.0,42397563,402014,188128,77604432,887138394,49818215,57.0,67376,768,14.0,191109,28.0,15938883,134597,2091080,0,2022
a lot,i am > i was,21 Savage,2018-12-21,QZ45A1700126,872,51.7,949835159,219301,32815164,73.0,905118647,6526285,55114,16502363,131214658,180070256,70.0,94446,82,28.0,160500,30.0,123783971,95694,3759769,1,2018
Adicto (with Anuel AA & Ozuna),Adicto (with Anuel AA & Ozuna),Tainy,2019-08-22,USUM71912751,871,51.7,711861577,84611,28656289,69.0,1359220447,4586141,611826,17295595,185706534,136934639,133.0,12356,18,25.0,360047,28.0,111865989,16392,1522049,0,2019
Tek Baï¿½ï¿½,Tek Baï¿½ï¿½ï¿½ï¿½ma ,Semicenk,2024-05-03,FRX452438249,875,51.6,21803486,1250,4918007,72.0,39172911,208885,,,,2606582,9.0,1655,,3.0,1583000,,,,90134,0,2024
BAND4BAND,BAND4BAND (Official Video),Central Cee,2024-06-06,USSM22401074,874,51.6,86144467,1,24,,,,,,,,,,,,,,,,,1,2024
Look What You Made Me Do,Look What You Made Me Do,Taylor Swift,2017-08-24,USCJY1750000,876,51.6,1152346128,93178,62880711,75.0,1922214505,18201048,178524,67907529,563244716,1749919925,122.0,11382,113,43.0,239444,35.0,149366824,295550,5102278,0,2017
WOKE UP,WOKE UP,XG,2024-05-21,JPB602401462,877,51.5,16684393,1247,25606219,74.0,19177238,873736,23413,,,,18.0,582,,2.0,338389,20.0,30995,102,63167,0,2024
Toki,Toki,Casper Magico,2024-05-02,QM4TX2443609,878,51.5,13741023,2062,5740990,72.0,39658915,635184,,,,22620459,13.0,1109,,2.0,7386,,135590,93,80807,0,2024
Young Dumb & Broke,The RCA-List (Vol. 5),Khalid,2017-01-01,USRC11700144,881,51.4,1527159800,187813,83108168,76.0,1270330281,8766754,194595,27581217,216666194,189783592,172.0,31081,185,47.0,604640,26.0,410189803,283135,6513209,0,2017
El Beneficio De La Duda,El Beneficio De La Duda,Grupo Firme,2024-05-28,USA2P2433586,880,51.4,15557247,446,37375496,73.0,16286691,216933,,,,,9.0,48,,5.0,2134351,11.0,489897,651,91868,0,2024
ALV,"Sentimiento, Elegancia y Mï¿½ï¿½s Ma",Arcï¿½ï¿½,2023-11-17,QMFMF2330232,882,51.4,118490212,10053,10075643,72.0,158132299,835029,,,,1207256080,8.0,18438,,11.0,1370299,1.0,3877792,2229,514683,0,2023
In A Minute,In A Minute,Lil Baby,2022-04-07,USUG12200033,879,51.4,171118535,81407,13177118,57.0,238335324,1764954,75540,21092926,191118526,360805538,52.0,252456,727,4.0,1324033,31.0,47511512,12228,1695618,1,2022
Save Your Tears (with Ariana Grande) (Remix),After Hours (Deluxe),The Weeknd,2020-03-20,USUG12101839,884,51.4,1549317525,178149,71174158,73.0,385884628,4302435,89958,59135602,426511103,271720676,309.0,236616,,166.0,2493997,58.0,87260353,20102,3251107,0,2020
No Se Vale,un,Camilo,2024-02-07,USSD12400019,883,51.4,19388370,1341,7152408,,19658783,136351,871174,22013623,441343495,110742872,1.0,1370,,11.0,1544792,,196350,63,42410,0,2024
Jerusalema (feat. Nomcebo Zikode),Jerusalem,Master KG,2019-11-29,ZA82Y1900130,885,51.3,406132477,110858,13496585,66.0,925222640,7714435,790561,54406926,849243924,33866411,92.0,125439,2,73.0,3432383,8.0,7150193,19558,15915419,0,2019
DENTRO DA HILUX,DENTRO DA HILUX - Single,Luan Pereira,2023-08-24,BCX5C2300025,888,51.2,178699480,14552,18055636,24.0,261753577,1458487,,339300,2800000,800291411,12.0,2130,,25.0,1406166,7.0,757,,121733,0,2023
Funk do Patinho,Funk do Patinho,Bento e Totï¿,2022-01-22,BX7CP2200001,887,51.2,16197748,1827,221916,55.0,967275295,1562052,31500,2460399,40465134,16,,,,,,,,,16249,0,2022
El Amor de Mi Vida,El Amor de Mi Vida,Los ï¿½ï¿½ngeles Az,2023-08-17,MX1722301696,886,51.2,130709283,12585,10844674,64.0,248099324,859237,682,462948,3169042,353234264,8.0,25990,,12.0,476181,28.0,2831460,1113,555880,0,2023
Blueberry Faygo,Certified Hitmaker,Lil Mosey,2019-11-08,USUM72001714,889,51.2,1295251940,197036,39104125,67.0,380793694,4733751,1099556,147484414,1065757953,142871159,121.0,133128,135,40.0,79824,15.0,97563481,165056,2786545,1,2019
Jiggle Jiggle,Jiggle Jiggle,Duke & Jones,2022-05-13,GBARL2201151,891,51.2,121214716,37436,6111674,56.0,12801028,183570,4762920,1378075519,14693507776,1804738,13.0,4797,1168,2.0,2613,10.0,2538534,16457,1772963,0,2022
En la Intimidad,En la Intimidad,Big One,2023-02-01,ARP7V2200017,890,51.2,210712407,24033,7343818,65.0,379884934,1091380,575300,54956649,793158034,18815238,8.0,6145,52,13.0,299787,9.0,,,261474,0,2023
Counting Stars,Native (Standard),OneRepublic,2013-01-01,USUM71301306,892,51.1,2466006842,343135,114346295,81.0,304524339,2956756,382991,125290160,1245061983,149045425,198.0,237316,170,138.0,1401001,40.0,1394055006,1085579,118910,0,2013
Essence (feat. Tems),Essence (feat. Tems),Wizkid,2020-10-28,USRC12003059,893,51.0,242254880,85783,13563028,66.0,418190794,2892075,280027,66345848,617402549,82045151,216.0,404288,561,21.0,229656,42.0,59766393,32203,4536227,0,2020
Get Into It (Yuh),Planet Her,Doja Cat,2021-06-25,USRC12101535,895,51.0,603196133,97704,24305145,68.0,265715680,3742969,1300477,823930204,7709942104,125603487,55.0,228888,4500,17.0,198575,8.0,53920294,27170,2436551,1,2021
RAVE,RAVE,Dxrk ï¿½ï¿½ï¿½,2022-03-18,QM4TX2201027,894,51.0,415552038,104372,42500205,71.0,281772953,4299740,814700,474655469,5435575162,31543598,32.0,282,,6.0,129549,2.0,3358648,7092,2994271,0,2022
No Me Conoce,No Me Conoce,Jhay Cortez,2019-02-22,USUM71900979,896,51.0,49585127,9710,1428548,47.0,2272109362,6577485,12412,1911710,20432637,315246980,3.0,1066,,3.0,29899,20.0,15194156,3826,466976,0,2019
offline,att.,Young Miko,2024-04-05,QZXD92300025,900,50.9,109149345,8869,89312461,82.0,21230788,190160,,,,1050568,41.0,2232,56,23.0,3065065,34.0,575037,201,267702,1,2024
TOPIA TWINS,UTOPIA,Travis Scott,2023-07-28,USSM12305013,898,50.9,196369387,70723,12274321,74.0,26280803,447983,47600,23423522,141407787,3855807,14.0,89,2,6.0,67395,1.0,638202,1463,310132,1,2023
Janze,Janze,Xamdam Sobirov,2023-07-31,RUA1D2384226,899,50.9,344691,77,5871,30.0,334194426,866855,154161,4397504,144597808,62334320,1.0,,,,,,,,407695,0,2023
"O Saki Saki (From ""Batla House"")","O Saki Saki (From ""Batla House"")",Neha Kakkar,2019-07-15,INS181904064,897,50.9,144985656,15143,5892217,57.0,1662729195,8178016,3112998,41878672,462897728,255648659,18.0,2585,,,,3.0,,,717736,0,2019
Always Remember Us This Way,A Star Is Born Soundtrack,Lady Gaga,2018-10-05,USUM71813195,901,50.9,1269760706,137601,32384233,76.0,824308720,4676578,1213771,33512447,573562180,1951219741,88.0,66461,4,55.0,606748,27.0,322220265,104680,9755956,0,2018
Monotonï¿½,Monotonï¿½,Shakira,2022-10-19,USQX92204791,903,50.8,498744348,50326,35586221,67.0,306510173,4113572,,1230,38341,87435327,78.0,78919,,49.0,782647,52.0,42356554,5230,913182,0,2022
Aku Sayang Tapi Kau Tak Paham,Aku Sayang Tapi Kau Tak Paham,DJ Boneng,2023-11-15,GXBAV2345718,902,50.8,716453,22,36989,1.0,12045,174,1800000,2635212,100001777,,,,,,,,,,,0,2023
Thought You Should Know,Thought You Should Know,Morgan Wallen,2022-05-06,USUG12202977,906,50.7,340227841,40523,6267614,73.0,137384524,667467,16626,4371872,28018314,196339404,18.0,263301,32,1.0,71,13.0,215914717,34298,857184,1,2022
CAIRO,CAIRO,KAROL G,2022-11-13,USUM72220925,904,50.7,443093379,35995,21160001,72.0,273852759,1690512,625126,42735677,600184949,11558006,58.0,52189,125,26.0,2263487,36.0,24842372,3643,1174788,1,2022
Cupido,Cupido,TINI,2023-02-14,USHR12245118,905,50.7,358240136,35751,23674275,70.0,216226939,844073,827378,189261300,2253379250,20052884,42.0,33335,317,33.0,444294,77.0,243118,294,556867,0,2023
Raja Ji Ke Dilwa,Raja Ji Ke Dilwa,Pawan Singh,2023-12-19,INM1Q2326022,909,50.6,4283,1,3,,224819919,1249285,,,,29757537,,,,,,,,,,0,2023
Out thï¿½ï¿½,Lyfï¿,Yeat,2022-09-09,USUM72217063,907,50.6,338097605,85480,16509403,73.0,54214841,680291,47215,15066093,117839587,18856089,14.0,63,37,1.0,58975,,1750477,4925,664273,1,2022
Winning Speech,Winning Speech,Karan Aujla,2024-05-16,AUBEC2438671,910,50.6,17917738,938,5754144,73.0,28606016,488260,,,,19904542,22.0,37,,,,14.0,,,44138,0,2024
Home,Home - Single,Good Neighbours,2024-01-17,GBUM72400322,911,50.6,205068203,19044,62137392,,8916657,104172,,1489700,24837700,2476271,67.0,22019,535,36.0,876086,65.0,17230222,2283,606973,0,2024
Sobrio,Sobrio,Maluma,2021-07-08,USSD12100322,908,50.6,600199930,66655,24281295,64.0,743954914,2817472,189200,19480120,254681143,484483790,95.0,45992,66,26.0,1933432,59.0,41992168,9863,1823474,0,2021
"Am I Dreaming (Metro Boomin & A$AP Rocky, Roisee)",METRO BOOMIN PRESENTS SPIDER-MAN: ACROSS THE SPIDER-VERSE (SOUNDTRACK FROM AND INSPIRED BY THE MOTION PICTURE),Metro Boomin,2023-06-02,USUM72308540,913,50.5,247682011,67166,13150883,72.0,81060467,925753,13500,6210382,38882669,703035,51.0,3710,,9.0,44406,5.0,665747,2700,1390039,0,2023
Praise The Lord (Da Shine) (feat. Skepta),TESTING,A$AP Rocky,2018-05-25,USRC11800930,916,50.5,1244981489,295646,48300175,78.0,847656575,6337444,106923,60624218,650317525,165012134,110.0,24,,60.0,282248,29.0,29244476,21682,6227926,1,2018
Se Acabï¿½ï¿½ la Cuaren,Viva el Perreo,Jowell & Randy,2020-08-06,QM6P42086452,915,50.5,73468394,23284,4240574,51.0,73136867,889596,10152900,212959708,2985601079,996,11.0,4391,73,5.0,45642,,12140646,6751,1057655,1,2020
Look Back At It,Look Back At It,A Boogie Wit da Hoodie,2018-12-07,USAT21812667,912,50.5,769061748,136145,21910460,73.0,233288549,2397744,202814,33604598,250645860,39277808,49.0,91002,329,17.0,25856,15.0,164836824,131521,6255853,1,2018
End of Beginning,DECIDE,Djo,2022-09-16,GBKPL2205058,918,50.5,710784872,64517,191969474,90.0,44322144,594352,129300,118218973,1027806256,58700775,149.0,94468,501,133.0,18315130,107.0,4025966,5291,3343993,0,2022
K-POP,K-POP (Chopped & Screwed),Travis Scott,2023-07-18,USSM12305652,917,50.5,285481590,62715,24530922,68.0,40688228,817018,4427,3170160,129035232,331318025,46.0,15660,347,39.0,587945,37.0,4832444,3721,808863,1,2023
favorite,favorite - EP,Isabel LaRosa,2024-03-29,USRC12400507,919,50.5,123802404,7364,40769771,82.0,21277734,440764,,2357131,20879200,126759586,43.0,1815,,45.0,394030,44.0,333441,463,1040640,0,2024
You & Me,JENNIE Special Single [You & Me],JENNIE,2023-10-06,KRA402300041,914,50.5,183134509,12210,12194109,,164326447,3483743,319200,56468580,518880479,1663397140,15.0,6316,35,12.0,265865,29.0,710467,737,345892,0,2023
Tattoo,Tattoo,Rauw Alejandro,2020-02-13,QZHN21900087,922,50.4,341742937,53836,9757013,58.0,1281379386,7138308,2132748,73202309,650666266,171345507,45.0,11458,117,15.0,133918,45.0,6119993,4186,713534,0,2020
Waka Waka (This Time for Africa) [The Official 2010 FIFA World Cup (TM) Song] (feat. Freshlyground),So Fresh The Hits of Summer 2011 + The Best Of 2010,Shakira,2010-01-01,USSM11001353,921,50.4,829352129,159324,36048887,61.0,4062829308,23606907,2250587,417038157,5938511405,269751922,109.0,22773,43,96.0,1215762,33.0,129133941,641400,,0,2010
LA RANGER (feat. Myke Towers),The Academy: Segunda Misiï¿½,The Academy: Segunda Misiï¿½,2024-03-28,USWL12400690,920,50.4,79786203,8939,75931694,76.0,32616728,216834,,,,13323878,29.0,4514,9,25.0,1896889,18.0,545735,194,236268,1,2024
no tears left to cry,No Tears Left To Cry,Ariana Grande,2018-04-20,USUM71805289,923,50.2,1331371819,100503,36840744,71.0,1426855223,11706422,698131,30791124,219920452,1865455236,143.0,180151,280,68.0,735006,67.0,181267091,95346,6415036,0,2018
I Fck Up,I Fck Up - Single,Prince Ayaya,2023-10-28,QZTBB2395775,924,50.1,,44,223,,92839,1676,1900000,35297892,454838946,,2.0,,,,,,,,238732,1,2023
Upside Down,Upside Down,JVKE,2020-08-18,QM24S2008283,925,50.1,121391098,28044,6194695,54.0,19099476,465493,10318700,164374946,1710758827,517,24.0,1790,122,5.0,12865,2.0,2403391,3205,1184072,0,2020
Crawling,Papercuts,Linkin Park,2024-04-12,USWB11201319,927,50.1,570290910,174,525584,,,,,,,,,,,,,,,,,0,2024
Nosso Quadro,AgroPlay Verï¿½ï¿½o V,AgroPlay,2023-02-02,BCA6L2300010,926,50.1,423018422,23872,16779061,63.0,361813279,1727192,288613,21077364,277692228,841498728,21.0,17320,,31.0,6708107,12.0,,,609133,0,2023
APAGA EL CEL,APAGA EL CEL - Single,FloyyMenor,2024-05-17,QZMWW2484259,929,50.0,33245898,2343,69471936,78.0,15755338,203277,,,,33968779,8.0,48,,3.0,821777,17.0,18555,27,171732,1,2024
Genda Phool (feat. Payal Dev),Genda Phool (feat. Payal Dev),Badshah,2020-03-26,INS172000876,930,50.0,86295058,7591,3058131,55.0,1022945729,6994273,5444473,128000154,1953198700,197996975,7.0,961,,3.0,2467,7.0,519209,,193040,0,2020
Pure Cocaine,Street Gossip,Lil Baby,2018-11-30,USUG11802285,928,50.0,652559944,170734,17463888,74.0,317320682,2195610,13434,7576223,62837382,7241389,21.0,36,1,8.0,35919,6.0,133082789,60741,1456448,1,2018
Espresso,Espresso,Sabrina Carpenter,2024-04-12,USUV72401318,933,49.9,536986458,1,2,,,,,,,,,,,,,,,,,1,2024
Pretty Little Poison,Pretty Little Poison - Single,Warren Zeiders,2023-03-17,USWB12300190,932,49.9,142512477,23828,9380794,72.0,56277759,436896,100195,10946988,109014578,727842762,14.0,202432,7,4.0,177002,18.0,71730881,10200,549127,0,2023
Corazï¿½ï¿½n Roto - R,Corazï¿½ï¿½n Roto (Re,Brray,2023-04-07,USUM72305202,931,49.9,203212015,36459,13719365,67.0,178302256,677453,827700,24190123,359964365,362205003,27.0,12434,,12.0,1842000,3.0,127732,684,836117,1,2023
Summer,Todo Exitos 2014 (Los Nï¿½ï¿½mero 1 Del A,Calvin Harris,2014-01-01,GBARL1400296,935,49.8,1497564072,255037,105180321,81.0,1989930606,8740440,1293032,116032171,1214191679,322680506,225.0,55500,119,170.0,1740585,36.0,332877611,236102,11380320,0,2014
Murder On My Mind,Murder On My Mind,YNW Melly,2018-06-01,QMCE31801827,934,49.8,1055558326,208777,21077896,72.0,952644680,8820105,251510,44341738,350694950,39105354,18.0,299,42,10.0,8074,,112050497,360013,2087864,1,2018
You Are The Reason,You Are The Reason,Calum Scott,2017-11-17,USUM71710315,937,49.8,1042531612,119883,31204776,73.0,1425188874,10037251,1513635,180692022,1930209423,1629614639,70.0,18397,8,17.0,70256,8.0,292156274,102664,6610744,0,2017
Bad Liar,Bad Liar,Imagine Dragons,2018-11-06,USUM71816161,938,49.8,1056929910,134812,31112950,74.0,908433462,8291217,1429594,181729752,2058078137,1802807851,54.0,118378,37,31.0,384519,12.0,130853305,106853,11123506,0,2018
Wild Ones (feat. Jelly Roll),Wild Ones (feat. Jelly Roll),Jessie Murph,2023-10-06,USQX92304180,936,49.8,165347464,21942,13799115,,43792907,313018,15847,603997,7395640,446100137,18.0,81,314,19.0,7719621,47.0,83726741,27712,354116,1,2023
ROXANNE,ROXANNE,Arizona Zervas,2019-10-10,USSM11914320,939,49.7,1474968552,170595,31145335,68.0,473697535,5439167,1513097,565840941,4972391653,251187916,154.0,271106,583,78.0,626621,2.0,,,4556715,1,2019
Softly,Making Memories,Karan Aujla,2023-08-18,CAW112300244,941,49.6,150073848,12340,8409772,71.0,232389376,1637844,70200,8387797,169068391,185360520,17.0,455,4,1.0,9696,20.0,46920,240,270472,0,2023
Tacones Rojos,Tacones Rojos,Sebastian Yatra,2021-10-22,USUM72119612,940,49.6,641756842,80542,23090494,68.0,558812868,2887216,328394,77295943,855230861,387792262,78.0,438,875,40.0,686168,85.0,9553399,8482,2934783,0,2021
Ride the Vibe,Ride the Vibe,NEXZ,2024-05-20,US5TA2400118,942,49.6,899456,147,2784044,46.0,31419384,139393,,,,127867,2.0,31,,1.0,5401,8.0,1012,2,8204,0,2024
family ties,family ties - Single,Baby Keem,2021-08-27,USSM12105949,945,49.5,786298066,204148,57623622,77.0,63403993,557514,55168,80647899,532021210,764790,62.0,21505,354,20.0,174320,38.0,6412824,10269,1938598,1,2021
"Perdonarte, ï¿½ï¿½Para Q","Perdonarte, ï¿½ï¿½Para Q",Los ï¿½ï¿½ngeles Az,2024-05-23,MX1722401778,943,49.5,19514243,1329,42180412,75.0,17545232,195611,,,,16582955,16.0,1344,,16.0,378750,10.0,181212,14,48790,0,2024
Whatever It Takes,Whatever It Takes,Imagine Dragons,2017-05-09,USUM71703515,944,49.5,1257258072,156442,33271283,76.0,1192880501,7815307,202700,27054065,340416328,158079968,86.0,148594,260,37.0,367136,9.0,359252086,209287,12160416,0,2017
POP!,IM NAYEON,NAYEON,2022-06-24,US5TA2200041,946,49.4,296828933,25748,12535016,69.0,407776018,8669558,1937239,548973446,5178604164,240970840,18.0,3491,83,3.0,17624,26.0,1106839,2484,445036,0,2022
